"# LeBauer, David, Michael Dietze, Rob Kooper, Steven Long, Patrick Mulrooney, Gareth Scott Rohde, Dan Wang (2010).  Biofuel Ecophysiological Traits and Yields Database (BETYdb), Energy Biosciences Institute, University of Illinois at Urbana-Champaign. doi:10.13012/J8H41PB9 All public data in BETYdb is made available under the Open Data Commons Attribution License (ODC-By) v1.0. You are free to share, create, and adapt its contents. Data with an access_level field and value <= 2 is is not covered by this license but may be available for use with consent."
#
# Contact:,dlebauer@illinois.edu
#
# SQL query:,"SELECT ""traits_and_yields_view"".* FROM ""traits_and_yields_view""  WHERE (traits_and_yields_view.access_level >= 4) AND ((LOWER(sitename) LIKE LOWER('%cassava%') OR LOWER(city) LIKE LOWER('%cassava%') OR LOWER(scientificname) LIKE LOWER('%cassava%') OR LOWER(commonname) LIKE LOWER('%cassava%') OR LOWER(author) LIKE LOWER('%cassava%') OR LOWER(trait) LIKE LOWER('%cassava%') OR LOWER(trait_description) LIKE LOWER('%cassava%') OR citation_year::text = 'cassava') AND (LOWER(sitename) LIKE LOWER('%a_biomass%') OR LOWER(city) LIKE LOWER('%a_biomass%') OR LOWER(scientificname) LIKE LOWER('%a_biomass%') OR LOWER(commonname) LIKE LOWER('%a_biomass%') OR LOWER(author) LIKE LOWER('%a_biomass%') OR LOWER(trait) LIKE LOWER('%a_biomass%') OR LOWER(trait_description) LIKE LOWER('%a_biomass%') OR citation_year::text = 'a_biomass')) AND (checked >= 1)"
#
# Time of query:,2016-10-13 11:40:32 UTC
#
checked,sitename,city,lat,lon,scientificname,commonname,genus,author,citation_year,treatment,date,month,year,dateloc,trait,mean,units,n,statname,stat,notes
checked,Field of Bogor Education Center,Karadenan,-6.52,106.80,Manihot esculenta,cassava,Manihot,Park,2005,observational,2001-07-31 12:00:00 -0500,7.0,2001.0,5.0,a_biomass,0.428,Mg/ha,"","",[missing],""
checked,Field of Bogor Education Center,Karadenan,-6.52,106.80,Manihot esculenta,cassava,Manihot,Park,2005,observational,2001-08-31 12:00:00 -0500,8.0,2001.0,5.0,a_biomass,1.05,Mg/ha,"","",[missing],""
checked,Field of Bogor Education Center,Karadenan,-6.52,106.80,Manihot esculenta,cassava,Manihot,Park,2005,observational,2001-09-30 12:00:00 -0500,9.0,2001.0,5.0,a_biomass,1.04,Mg/ha,"","",[missing],""
checked,Field of Bogor Education Center,Karadenan,-6.52,106.80,Manihot esculenta,cassava,Manihot,Park,2005,observational,2001-10-31 11:00:00 -0600,10.0,2001.0,5.0,a_biomass,1.98,Mg/ha,"","",[missing],""
checked,Field of Bogor Education Center,Karadenan,-6.52,106.80,Manihot esculenta,cassava,Manihot,Park,2005,observational,2001-11-30 11:00:00 -0600,11.0,2001.0,5.0,a_biomass,2.75,Mg/ha,"","",[missing],""
checked,Field of Bogor Education Center,Karadenan,-6.52,106.80,Manihot esculenta,cassava,Manihot,Park,2005,observational,2001-12-31 11:00:00 -0600,12.0,2001.0,5.0,a_biomass,3.57,Mg/ha,"","",[missing],""
checked,CIAT Experimental Station,Santander de Quilichao,3.01,-76.50,Manihot esculenta,cassava,Manihot,Pellet,1993,"NPK (100,100,100)",1989-08-06 00:00:00 -0500,8.0,1989.0,5.0,a_biomass,14.3,Mg/ha,"","",[missing],""
checked,CIAT Experimental Station,Santander de Quilichao,3.01,-76.50,Manihot esculenta,cassava,Manihot,Pellet,1993,"NPK (100,100,100)",1989-08-06 00:00:00 -0500,8.0,1989.0,5.0,a_biomass,13.1,Mg/ha,"","",[missing],""
checked,CIAT Experimental Station,Santander de Quilichao,3.01,-76.50,Manihot esculenta,cassava,Manihot,Pellet,1993,"NPK (100,100,100)",1989-08-06 00:00:00 -0500,8.0,1989.0,5.0,a_biomass,8.00,Mg/ha,"","",[missing],""
checked,CIAT Experimental Station,Santander de Quilichao,3.01,-76.50,Manihot esculenta,cassava,Manihot,Pellet,1993,"NPK (100,100,100)",1989-08-06 00:00:00 -0500,8.0,1989.0,5.0,a_biomass,8.50,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Ramanujam,1985,observational,1979-07-31 13:30:00 -0500,7.0,1979.0,5.0,a_biomass,5.97,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Ramanujam,1985,observational,1979-07-31 13:30:00 -0500,7.0,1979.0,5.0,a_biomass,4.26,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Ramanujam,1985,observational,1979-07-31 13:30:00 -0500,7.0,1979.0,5.0,a_biomass,4.69,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2003-12-31 12:30:00 -0600,12.0,2003.0,5.0,a_biomass,0.950,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-02-29 12:30:00 -0600,2.0,2004.0,5.0,a_biomass,3.98,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-04-30 13:30:00 -0500,4.0,2004.0,5.0,a_biomass,6.96,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-02-29 12:30:00 -0600,2.0,2004.0,5.0,a_biomass,4.57,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-04-30 13:30:00 -0500,4.0,2004.0,5.0,a_biomass,6.71,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2003-12-31 12:30:00 -0600,12.0,2003.0,5.0,a_biomass,0.830,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-02-29 12:30:00 -0600,2.0,2004.0,5.0,a_biomass,23.2,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-04-30 13:30:00 -0500,4.0,2004.0,5.0,a_biomass,7.94,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2003-12-31 12:30:00 -0600,12.0,2003.0,5.0,a_biomass,0.440,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-02-29 12:30:00 -0600,2.0,2004.0,5.0,a_biomass,2.56,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-04-30 13:30:00 -0500,4.0,2004.0,5.0,a_biomass,8.64,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2003-12-31 12:30:00 -0600,12.0,2003.0,5.0,a_biomass,0.610,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-02-29 12:30:00 -0600,2.0,2004.0,5.0,a_biomass,4.07,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-04-30 13:30:00 -0500,4.0,2004.0,5.0,a_biomass,7.76,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-02-29 12:30:00 -0600,2.0,2004.0,5.0,a_biomass,3.98,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2004-04-30 13:30:00 -0500,4.0,2004.0,5.0,a_biomass,7.85,Mg/ha,"","",[missing],""
checked,CTCRI,Trivandrum,8.55,76.91,Manihot esculenta,cassava,Manihot,Suja,2010,observational,2003-12-31 12:30:00 -0600,12.0,2003.0,5.0,a_biomass,0.510,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-04-29 22:00:00 -0500,4.0,1990.0,5.0,a_biomass,6.69,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-10-27 21:00:00 -0500,10.0,1989.0,5.0,a_biomass,0.350,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-08-27 22:00:00 -0500,8.0,1989.0,5.0,a_biomass,0.0400,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-08-29 22:00:00 -0500,8.0,1989.0,5.0,a_biomass,0.0200,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-09-22 22:00:00 -0500,9.0,1990.0,5.0,a_biomass,0.0300,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-12-29 20:00:00 -0600,12.0,1989.0,5.0,a_biomass,0.300,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-09-27 22:00:00 -0500,9.0,1989.0,5.0,a_biomass,0.0400,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-09-29 22:00:00 -0500,9.0,1989.0,5.0,a_biomass,0.120,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-10-22 21:00:00 -0500,10.0,1990.0,5.0,a_biomass,0.130,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-01-29 20:00:00 -0600,1.0,1990.0,5.0,a_biomass,2.15,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-10-29 20:00:00 -0600,10.0,1989.0,5.0,a_biomass,0.520,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-11-22 20:00:00 -0600,11.0,1990.0,5.0,a_biomass,1.45,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-02-27 21:00:00 -0600,2.0,1990.0,5.0,a_biomass,3.65,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-11-27 20:00:00 -0600,11.0,1989.0,5.0,a_biomass,1.01,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-11-29 20:00:00 -0600,11.0,1989.0,5.0,a_biomass,1.38,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-12-22 20:00:00 -0600,12.0,1990.0,5.0,a_biomass,4.64,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-03-29 21:00:00 -0600,3.0,1990.0,5.0,a_biomass,5.83,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-12-27 20:00:00 -0600,12.0,1989.0,5.0,a_biomass,3.77,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1989-12-29 20:00:00 -0600,12.0,1989.0,5.0,a_biomass,3.10,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1991-01-22 20:00:00 -0600,1.0,1991.0,5.0,a_biomass,8.01,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-01-27 20:00:00 -0600,1.0,1990.0,5.0,a_biomass,6.27,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-01-29 20:00:00 -0600,1.0,1990.0,5.0,a_biomass,7.99,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1991-02-22 21:00:00 -0600,2.0,1991.0,5.0,a_biomass,9.99,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-05-29 22:00:00 -0500,5.0,1990.0,5.0,a_biomass,5.83,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-02-27 21:00:00 -0600,2.0,1990.0,5.0,a_biomass,7.27,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-02-27 21:00:00 -0600,2.0,1990.0,5.0,a_biomass,11.2,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1991-03-22 21:00:00 -0600,3.0,1991.0,5.0,a_biomass,12.7,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-06-29 22:00:00 -0500,6.0,1990.0,5.0,a_biomass,4.95,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-03-27 21:00:00 -0600,3.0,1990.0,5.0,a_biomass,7.65,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-03-29 21:00:00 -0600,3.0,1990.0,5.0,a_biomass,13.5,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1991-04-22 22:00:00 -0500,4.0,1991.0,5.0,a_biomass,13.9,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-07-29 22:00:00 -0500,7.0,1990.0,5.0,a_biomass,6.25,Mg/ha,"","",[missing],""
checked,IAC - Assis,Assis,-22.66,-50.41,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-06-27 22:00:00 -0500,6.0,1990.0,5.0,a_biomass,6.23,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-06-27 22:00:00 -0500,6.0,1990.0,5.0,a_biomass,9.08,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1991-07-22 22:00:00 -0500,7.0,1991.0,5.0,a_biomass,13.4,Mg/ha,"","",[missing],""
checked,IAC - Campinas,Campinas,-22.89,-47.06,Manihot esculenta,cassava,Manihot,Peressin,1998,sem mato,1990-10-29 20:00:00 -0600,10.0,1990.0,5.0,a_biomass,6.59,Mg/ha,"","",[missing],""
